area;ciudad;conglomerado;vivienda;hogar;s11p11a;s11p11b;s11p12a;s11p12b;s11p13a;s11p13b;s11p14a;s11p14b;s11p15a;s11p15b;s11p16a;s11p16b;s11p17a;s11p17b;s11p18a;s11p18b;s11p19a;s11p19b;s11p110a;s11p110b;s11p111a;s11p111b;s11p112a;s11p113a;s11p113b;s11p114a;s11p114b;s11p2;estrato3;fexp3;upm;id_hogar
2;40353; 40353900202;8;1;2; ;2; ;2; ;1;2;2; ;1;1;1;1;2; ;1;1;2; ;2; ;2;2; ;2; ;1;0423;391,391231687405;040353900202;040353900202081
2;40353; 40353900202;12;1;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0423;397,249915770682;040353900202;040353900202121
2;40353; 40353900202;16;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0423;391,391231687405;040353900202;040353900202161
2;40451; 40451900503;4;1;2; ;2; ;2; ;1;3;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;1;1;2; ;2;0421;262,570762672168;040451900503;040451900503041
2;40451; 40451900503;6;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0421;262,570762672168;040451900503;040451900503061
2;40451; 40451900503;8;1;2; ;2; ;2; ;1;4;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;2;0421;258,698341088348;040451900503;040451900503081
2;40451; 40451900503;10;1;2; ;2; ;2; ;1;4;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0421;384,051895165615;040451900503;040451900503101
2;40451; 40451900503;12;1;2; ;1;1;2; ;1;3;1;1;2; ;2; ;2; ;1;1;2; ;2; ;2;1;1;2; ;2;0421;258,698341088348;040451900503;040451900503121
2;40451; 40451900503;14;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0421;262,570762672168;040451900503;040451900503141
2;40453; 40453900201;2;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0423;527,827434380489;040453900201;040453900201021
2;40453; 40453900201;4;1;2; ;2; ;2; ;1;2;1;1;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0423;845,593811188507;040453900201;040453900201041
2;40453; 40453900201;6;1;2; ;2; ;2; ;1;2;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0423;527,827434380489;040453900201;040453900201061
2;40453; 40453900201;8;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0423;520,04297914021;040453900201;040453900201081
2;40453; 40453900201;10;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0423;527,827434380489;040453900201;040453900201101
2;40453; 40453900201;12;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0423;520,04297914021;040453900201;040453900201121
1;40550; 40550001203;4;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;2; ;2; ;2; ;2; ;1;2; ;2; ;2;0411;587,206874236875;040550001203;040550001203041
1;40550; 40550001203;6;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0411;583,084874115117;040550001203;040550001203061
1;40550; 40550001203;8;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0411;718,141191909334;040550001203;040550001203081
1;40550; 40550001203;10;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0411;718,141191909334;040550001203;040550001203101
1;40550; 40550001203;12;1;2; ;1;1;1;1;1;1;1;1;2; ;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0411;583,084874115117;040550001203;040550001203121
1;40550; 40550001203;14;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0411;587,206874236875;040550001203;040550001203141
1;40550; 40550001701;4;1;1;1;1;1;1;1;1;4;2; ;2; ;1;1;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0412;959,776279678468;040550001701;040550001701041
1;40550; 40550001701;10;1;2; ;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2;2; ;2; ;2;0412;1351,44424663893;040550001701;040550001701101
1;40550; 40550001701;13;1;2; ;1;1;1;1;1;3;2; ;1;2;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0412;959,776279678468;040550001701;040550001701131
1;40550; 40550001701;14;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;0412;953,038964236042;040550001701;040550001701141
1;40550; 40550001701;16;1;1;2;2; ;1;1;1;1;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0412;1351,44424663893;040550001701;040550001701161
2;40550; 40550900602;4;1;1;1;1;1;2; ;1;3;2; ;2; ;1;1;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0422;390,593431814661;040550900602;040550900602041
2;40550; 40550900602;8;1;2; ;1;1;2; ;1;1;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0422;396,440173736137;040550900602;040550900602081
2;40550; 40550900602;10;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0422;396,440173736137;040550900602;040550900602101
2;40550; 40550900602;12;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0422;390,593431814661;040550900602;040550900602121
2;40550; 40550900602;13;1;2; ;2; ;2; ;1;1;2; ;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0422;390,593431814661;040550900602;040550900602131
2;40550; 40550900602;14;1;2; ;1;1;2; ;1;1;2; ;1;1;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;1;0422;390,593431814661;040550900602;040550900602141
2;40550; 40550901202;2;1;2; ;2; ;1;1;1;2;1;1;2; ;1;1;1;1;2; ;2; ;2; ;1;2; ;2; ;1;0421;376,351426496775;040550901202;040550901202021
2;40550; 40550901202;4;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0421;370,800955559965;040550901202;040550901202041
2;40550; 40550901202;6;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;1;1;2; ;2;0421;370,800955559965;040550901202;040550901202061
2;40550; 40550901202;8;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0421;376,351426496775;040550901202;040550901202081
2;40550; 40550901202;10;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;0421;376,351426496775;040550901202;040550901202101
2;40550; 40550901202;10;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0421;370,800955559965;040550901202;040550901202102
2;40550; 40550901202;13;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;0421;376,351426496775;040550901202;040550901202131
1;50150; 50150000104;4;1;2; ;2; ;2; ;1;2;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0512;915,134005431199;050150000104;050150000104041
1;50150; 50150000104;8;1;2; ;1;1;1;1;1;6;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0512;915,134005431199;050150000104;050150000104081
1;50150; 50150000104;10;1;1;1;1;1;1;1;1;4;1;2;1;1;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0512;1297,69362319306;050150000104;050150000104101
1;50150; 50150000104;12;1;2; ;1;1;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;1;0512;1297,69362319306;050150000104;050150000104121
1;50150; 50150000104;13;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0512;921,603359463983;050150000104;050150000104131
1;50150; 50150000504;2;1;1;1;1;1;2; ;1;1;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0511;519,424378632807;050150000504;050150000504021
1;50150; 50150000504;4;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;0511;519,424378632807;050150000504;050150000504041
1;50150; 50150000504;6;1;2; ;2; ;1;1;1;1;1;1;1;1;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0511;515,778189451608;050150000504;050150000504061
1;50150; 50150000504;8;1;1;1;1;1;1;1;1;4;2; ;1;2;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0511;515,778189451608;050150000504;050150000504081
1;50150; 50150000504;10;1;1;1;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0511;519,424378632807;050150000504;050150000504101
1;50150; 50150000504;12;1;1;1;1;1;1;1;1;3;1;1;1;2;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0511;635,244679079924;050150000504;050150000504121
1;50150; 50150006506;2;1;2; ;1;1;2; ;1;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0512;1045,86743477851;050150006506;050150006506021
1;50150; 50150006506;4;1;2; ;1;1;2; ;1;2;2; ;1;1;1;1;1;1;1;1;1;1;2; ;1;1;1;2; ;1;0512;1045,86743477851;050150006506;050150006506041
1;50150; 50150006506;6;1;1;3;1;1;1;1;1;4;2; ;1;1;1;1;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0512;1483,07842650635;050150006506;050150006506061
1;50150; 50150006506;8;1;2; ;1;2;1;1;1;3;1;3;1;1;1;2;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0512;1053,26098224455;050150006506;050150006506081
1;50150; 50150006506;12;1;1;1;1;1;1;1;1;3;2; ;2; ;1;2;1;1;1;1;2; ;2; ;1;1;3;2; ;1;0512;1045,86743477851;050150006506;050150006506121
1;50150; 50150006506;13;1;1;1;1;1;1;1;1;3;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0512;1483,07842650635;050150006506;050150006506131
1;50150; 50150008605;2;1;2; ;2; ;1;1;1;2;1;2;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0512;1044,48380739251;050150008605;050150008605021
1;50150; 50150008605;6;1;2; ;1;1;1;1;1;1;1;1;1;1;2; ;1;1;2; ;2; ;2; ;2;1;2;2; ;1;0512;1044,48380739251;050150008605;050150008605061
1;50150; 50150008605;8;1;2; ;1;1;2; ;1;2;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0512;1037,15187282203;050150008605;050150008605081
1;50150; 50150008605;12;1;2; ;2; ;1;1;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0512;1470,7194396188;050150008605;050150008605121
1;50150; 50150008605;14;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;1;1;2; ;2; ;1;2; ;2; ;2;0512;1044,48380739251;050150008605;050150008605141
1;50150; 50150012606;2;1;1;1;1;1;2; ;1;3;1;3;2; ;2; ;1;1;1;1;2; ;2; ;1;2; ;2; ;1;0511;447,282103822695;050150012606;050150012606021
1;50150; 50150012606;4;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0511;444,142329805551;050150012606;050150012606041
1;50150; 50150012606;6;1;1;1;1;1;1;1;1;3;1;2;2; ;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0511;447,282103822695;050150012606;050150012606061
1;50150; 50150012606;8;1;1;1;1;1;1;1;1;4;1;1;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0511;447,282103822695;050150012606;050150012606081
1;50150; 50150012606;10;1;2; ;1;1;1;1;1;2;1;1;1;1;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0511;447,282103822695;050150012606;050150012606101
1;50150; 50150012606;12;1;2; ;2; ;1;1;2; ;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;0511;447,282103822695;050150012606;050150012606121
1;50150; 50150012702;2;1;1;1;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0513;1886,83787005804;050150012702;050150012702021
1;50150; 50150012702;4;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0513;1531,99208502905;050150012702;050150012702041
1;50150; 50150012702;6;1;2; ;1;1;2; ;1;2;1;1;1;1;1;1;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0513;1886,83787005804;050150012702;050150012702061
1;50150; 50150012702;8;1;1;1;1;1;1;1;1;1;2; ;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0513;1542,82219200208;050150012702;050150012702081
1;50150; 50150012702;10;1;1;1;2; ;1;1;1;4;1;1;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0513;1531,99208502905;050150012702;050150012702101
1;50150; 50150012702;12;1;2; ;2; ;2; ;1;2;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;0513;1531,99208502905;050150012702;050150012702121
2;50150; 50150901101;2;1;2; ;2; ;2; ;1;3;1;2;2; ;2; ;1;1;2; ;2; ;2; ;1;1;2;2; ;1;0523;376,291886641293;050150901101;050150901101021
2;50150; 50150901101;6;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0523;376,291886641293;050150901101;050150901101061
2;50150; 50150901101;8;1;1;1;2; ;1;1;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0523;376,291886641293;050150901101;050150901101081
2;50150; 50150901101;10;1;2; ;1;2;1;1;1;4;1;1;2; ;2; ;1;1;2; ;2; ;2; ;1;1;1;2; ;1;0523;370,742293804616;050150901101;050150901101101
2;50150; 50150901101;12;1;1;1;1;1;1;1;1;6;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0523;602,829769388142;050150901101;050150901101121
2;50150; 50150901101;13;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0523;376,291886641293;050150901101;050150901101131
2;50150; 50150901302;2;1;1;1;2; ;1;1;1;4;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0523;396,488286429937;050150901302;050150901302021
2;50150; 50150901302;6;1;2; ;1;1;2; ;1;3;1;1;1;1;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;1;0523;396,488286429937;050150901302;050150901302061
2;50150; 50150901302;8;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0523;396,488286429937;050150901302;050150901302081
2;50150; 50150901302;10;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;2; ;2; ;2;0523;402,42326765805;050150901302;050150901302101
2;50150; 50150901302;12;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0523;402,42326765805;050150901302;050150901302121
2;50150; 50150901302;15;1;1;1;2; ;2; ;1;4;1;1;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0523;588,60863650603;050150901302;050150901302151
2;50150; 50150902701;2;1;2; ;1;2;2; ;1;3;1;3;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0522;515,553399464179;050150902701;050150902701021
2;50150; 50150902701;4;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0522;515,553399464179;050150902701;050150902701041
2;50150; 50150902701;6;1;2; ;1;1;2; ;1;2;2; ;2; ;1;2;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0522;765,367335910649;050150902701;050150902701061
2;50150; 50150902701;8;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0522;515,553399464179;050150902701;050150902701081
2;50150; 50150902701;10;1;2; ;1;1;2; ;1;3;1;2;2; ;1;1;1;2;1;1;2; ;2; ;2;1;1;2; ;1;0522;523,270650774327;050150902701;050150902701101
2;50150; 50150902701;12;1;2; ;1;1;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;0522;515,553399464179;050150902701;050150902701121
2;50150; 50150903102;2;1;1;1;2; ;2; ;1;4;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0523;499,980423453941;050150903102;050150903102021
2;50150; 50150903102;4;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0523;499,980423453941;050150903102;050150903102041
2;50150; 50150903102;6;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;2;0523;499,980423453941;050150903102;050150903102061
2;50150; 50150903102;8;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0523;492,606658897801;050150903102;050150903102081
2;50150; 50150903102;10;1;2; ;1;1;2; ;1;4;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0523;499,980423453941;050150903102;050150903102101
2;50150; 50150903102;12;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;1;1;3;2; ;1;0523;499,980423453941;050150903102;050150903102121
2;50150; 50150907101;2;1;2; ;1;1;2; ;1;2;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;2;0523;384,473489871454;050150907101;050150907101021
2;50150; 50150907101;4;1;2; ;1;1;2; ;1;1;2; ;1;1;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0523;384,473489871454;050150907101;050150907101041
2;50150; 50150907101;6;1;1;1;2; ;1;1;1;3;1;2;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0523;384,473489871454;050150907101;050150907101061
2;50150; 50150907101;8;1;2; ;1;1;1;1;1;3;1;1;1;1;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0523;384,473489871454;050150907101;050150907101081
2;50150; 50150907101;10;1;1;1;1;1;1;1;1;4;1;1;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0523;384,473489871454;050150907101;050150907101101
2;50150; 50150907101;12;1;2; ;1;1;1;1;1;3;2; ;1;2;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0523;384,473489871454;050150907101;050150907101121
2;50150; 50150908701;2;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;2;0521;645,539051774755;050150908701;050150908701021
2;50150; 50150908701;4;1;2; ;2; ;2; ;1;4;1;1;2; ;1;1;1;1;2; ;2; ;2; ;2;1;1;2; ;2;0521;1034,17100269127;050150908701;050150908701041
2;50150; 50150908701;6;1;2; ;2; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;0521;944,204502109966;050150908701;050150908701061
2;50150; 50150908701;10;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0521;944,204502109966;050150908701;050150908701101
2;50150; 50150908701;12;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0521;645,539051774755;050150908701;050150908701121
2;50150; 50150908701;14;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0521;636,018573059413;050150908701;050150908701141
2;50152; 50152901001;4;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0522;335,020843483563;050152901001;050152901001041
2;50152; 50152901001;6;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0522;335,020843483563;050152901001;050152901001061
2;50152; 50152901001;10;1;2; ;2; ;2; ;1;3;1;1;2; ;2; ;1;1;2; ;2; ;2; ;1;1;1;2; ;2;0522;335,020843483563;050152901001;050152901001101
2;50152; 50152901001;12;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0522;330,079920388651;050152901001;050152901001121
2;50152; 50152901001;14;1;1;1;2; ;2; ;1;2;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;0522;490,021769942793;050152901001;050152901001141
2;50152; 50152901001;16;1;1;1;1;1;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;1;0522;335,020843483563;050152901001;050152901001161
2;50153; 50153901601;2;1;2; ;2; ;1;1;1;1;1;1;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0522;389,80866788755;050153901601;050153901601021
2;50153; 50153901601;4;1;2; ;2; ;2; ;1;3;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0522;395,643662780588;050153901601;050153901601041
2;50153; 50153901601;6;1;1;1;1;1;2; ;1;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0522;395,643662780588;050153901601;050153901601061
2;50153; 50153901601;8;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0522;389,80866788755;050153901601;050153901601081
2;50153; 50153901601;10;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;2; ;1;1;1;2;2; ;2;1;1;2; ;2;0522;395,643662780588;050153901601;050153901601101
2;50153; 50153901601;12;1;1;1;1;1;2; ;1;4;2; ;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0522;395,643662780588;050153901601;050153901601121
2;50156; 50156900503;2;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0522;366,456074880462;050156900503;050156900503021
2;50156; 50156900503;4;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0522;371,941507867466;050156900503;050156900503041
2;50156; 50156900503;6;1;2; ;2; ;2; ;1;2;1;1;1;1;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;2;0522;366,456074880462;050156900503;050156900503061
2;50156; 50156900503;8;1;1;1;1;1;1;1;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2;1;1;2; ;2;0522;371,941507867466;050156900503;050156900503081
2;50156; 50156900503;12;1;2; ;2; ;2; ;1;3;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;0522;366,456074880462;050156900503;050156900503121
2;50156; 50156900503;15;1;1;1;2; ;1;1;1;3;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0522;371,941507867466;050156900503;050156900503151
2;50159; 50159902202;2;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0521;412,589634678628;050159902202;050159902202021
2;50159; 50159902202;4;1;1;1;2; ;2; ;1;3;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;1;1;2; ;1;0521;412,589634678628;050159902202;050159902202041
2;50159; 50159902202;6;1;2; ;1;1;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;1;0521;412,589634678628;050159902202;050159902202061
2;50159; 50159902202;12;1;1;1;2; ;2; ;1;2;2; ;1;1;1;1;1;1;2; ;2; ;2; ;1;2; ;2; ;1;0521;612,511972273922;050159902202;050159902202121
2;50159; 50159902202;15;1;2; ;1;1;2; ;1;3;2; ;1;2;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0521;412,589634678628;050159902202;050159902202151
2;50159; 50159902202;16;1;2; ;2; ;2; ;1;2;2; ;1;1;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;1;0521;418,765634879744;050159902202;050159902202161
2;50159; 50159903201;2;1;2; ;2; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0522;981,417038905994;050159903201;050159903201021
2;50159; 50159903201;4;1;2; ;1;1;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;1;0522;603,574711567819;050159903201;050159903201041
2;50159; 50159903201;6;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;1;1;2; ;2;0522;603,574711567819;050159903201;050159903201061
2;50159; 50159903201;10;1;1;1;2; ;1;1;1;3;1;1;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0522;981,417038905994;050159903201;050159903201101
2;50159; 50159903201;12;1;2; ;1;1;2; ;1;3;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0522;603,574711567819;050159903201;050159903201121
2;50159; 50159903201;14;1;2; ;1;1;2; ;1;4;2; ;1;1;2; ;2; ;1;1;2; ;2; ;2;1;1;2; ;1;0522;603,574711567819;050159903201;050159903201141
2;50161; 50161900502;2;1;2; ;2; ;1;1;1;1;1;1;2; ;1;1;1;1;2; ;2; ;2; ;1;1;1;2; ;1;0522;540,702345779505;050161900502;050161900502021
2;50161; 50161900502;4;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0522;540,702345779505;050161900502;050161900502041
2;50161; 50161900502;6;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;1;1;2; ;2;0522;548,796048373074;050161900502;050161900502061
2;50161; 50161900502;8;1;1;1;1;1;1;1;1;4;1;1;1;2;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0522;548,796048373074;050161900502;050161900502081
2;50161; 50161900502;10;1;1;1;2; ;1;1;1;3;1;2;2; ;1;1;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0522;879,186097353286;050161900502;050161900502101
2;50161; 50161900502;12;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;1;1;2; ;2;1;1;2; ;2;0522;548,796048373074;050161900502;050161900502121
2;50161; 50161900701;2;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0522;395,643662780588;050161900701;050161900701021
2;50161; 50161900701;4;1;2; ;2; ;2; ;1;2;1;2;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0522;395,643662780588;050161900701;050161900701041
2;50161; 50161900701;6;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0522;395,643662780588;050161900701;050161900701061
2;50161; 50161900701;8;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0522;389,80866788755;050161900701;050161900701081
